index,Fuel Type Code,Station Name,City,State,ZIP,Status Code,Groups With Access Code,Latitude,Longitude,ID,Updated At,Country,Groups With Access Code (French),Access Code,TOTAL_POP_ev,County_ev,ST_ev,STATE_ev,STCNTY_ev,COUNTY_ev,FIPS_ev,SVI_ev,Area_km2_ev,PopDens_ev,PD_log_ev,geometry,index_tracts,TOTAL_POP_tracts,County_tracts,ST_tracts,STATE_tracts,STCNTY_tracts,COUNTY_tracts,FIPS_tracts,SVI_tracts,Area_km2_tracts,PopDens_tracts,PD_log_tracts
332,ELEC,City of Raleigh - Municipal Building,Raleigh,NC,27601,E,Public,35.778416,-78.64347,39016,2019-11-08 19:38:10 UTC,US,Public,public,2823,Wake,37,NORTH CAROLINA,37183,Wake,37183050100,0.3077,2.1451921847619997,1315.9660099699647,7.182326283261406,POINT (713000.1651086966 3961933.777800918),88,2823,Wake,37,NORTH CAROLINA,37183,Wake,37183050100,0.3077,2.1451921847619997,1315.9660099699647,7.182326283261406
333,ELEC,City of Raleigh - Downtown,Raleigh,NC,27601,E,Public,35.77435,-78.642287,39017,2019-11-08 19:38:10 UTC,US,Public,public,2823,Wake,37,NORTH CAROLINA,37183,Wake,37183050100,0.3077,2.1451921847619997,1315.9660099699647,7.182326283261406,POINT (713117.9704010197 3961485.267754865),88,2823,Wake,37,NORTH CAROLINA,37183,Wake,37183050100,0.3077,2.1451921847619997,1315.9660099699647,7.182326283261406
625,ELEC,Green Square Public Parking Garage - Level B1,Raleigh,NC,27603,E,Public,35.78136,-78.6412,40070,2019-10-04 14:44:17 UTC,US,Public,public,2823,Wake,37,NORTH CAROLINA,37183,Wake,37183050100,0.3077,2.1451921847619997,1315.9660099699647,7.182326283261406,POINT (713197.5149654148 3962265.326573312),88,2823,Wake,37,NORTH CAROLINA,37183,Wake,37183050100,0.3077,2.1451921847619997,1315.9660099699647,7.182326283261406
626,ELEC,Green Square Public Parking Garage - Level P1,Raleigh,NC,27603,E,Private,35.78136,-78.6412,40072,2019-05-14 21:16:45 UTC,US,Privé,private,2823,Wake,37,NORTH CAROLINA,37183,Wake,37183050100,0.3077,2.1451921847619997,1315.9660099699647,7.182326283261406,POINT (713197.5149654148 3962265.326573312),88,2823,Wake,37,NORTH CAROLINA,37183,Wake,37183050100,0.3077,2.1451921847619997,1315.9660099699647,7.182326283261406
682,ELEC,City of Raleigh - City Center Deck,Raleigh,NC,27601,E,Public,35.774619,-78.63770500000001,40744,2019-11-08 19:38:10 UTC,US,Public,public,2823,Wake,37,NORTH CAROLINA,37183,Wake,37183050100,0.3077,2.1451921847619997,1315.9660099699647,7.182326283261406,POINT (713531.5008229958 3961525.091328108),88,2823,Wake,37,NORTH CAROLINA,37183,Wake,37183050100,0.3077,2.1451921847619997,1315.9660099699647,7.182326283261406
685,ELEC,City of Raleigh - Wilmington Station Deck,Raleigh,NC,27601,E,Public,35.77937,-78.638203,40751,2019-11-08 19:38:10 UTC,US,Public,public,2823,Wake,37,NORTH CAROLINA,37183,Wake,37183050100,0.3077,2.1451921847619997,1315.9660099699647,7.182326283261406,POINT (713473.7682653572 3962051.084217069),88,2823,Wake,37,NORTH CAROLINA,37183,Wake,37183050100,0.3077,2.1451921847619997,1315.9660099699647,7.182326283261406
888,ELEC,City Municipal Deck,Raleigh,NC,27601,E,Public,35.779082,-78.641779,42396,2019-11-08 19:38:10 UTC,US,Public,public,2823,Wake,37,NORTH CAROLINA,37183,Wake,37183050100,0.3077,2.1451921847619997,1315.9660099699647,7.182326283261406,POINT (713151.2583992133 3962011.343591712),88,2823,Wake,37,NORTH CAROLINA,37183,Wake,37183050100,0.3077,2.1451921847619997,1315.9660099699647,7.182326283261406
889,ELEC,City of Raleigh,Raleigh,NC,27601,E,Public,35.777283000000004,-78.63928100000001,42397,2019-11-08 19:38:10 UTC,US,Public,public,2823,Wake,37,NORTH CAROLINA,37183,Wake,37183050100,0.3077,2.1451921847619997,1315.9660099699647,7.182326283261406,POINT (713381.8949694273 3961817.201790133),88,2823,Wake,37,NORTH CAROLINA,37183,Wake,37183050100,0.3077,2.1451921847619997,1315.9660099699647,7.182326283261406
10032,ELEC,STATE PARKING,Raleigh,NC,27603,E,Public,35.7815102,-78.6411604,82284,2019-11-14 10:14:28 UTC,US,Public,public,2823,Wake,37,NORTH CAROLINA,37183,Wake,37183050100,0.3077,2.1451921847619997,1315.9660099699647,7.182326283261406,POINT (713200.6934717181 3962282.076064722),88,2823,Wake,37,NORTH CAROLINA,37183,Wake,37183050100,0.3077,2.1451921847619997,1315.9660099699647,7.182326283261406
10033,ELEC,STATE PARKING,Raleigh,NC,27601,E,Public,35.7825234,-78.64101059999999,82285,2019-11-14 10:14:28 UTC,US,Public,public,2823,Wake,37,NORTH CAROLINA,37183,Wake,37183050100,0.3077,2.1451921847619997,1315.9660099699647,7.182326283261406,POINT (713211.5278703209 3962394.807214702),88,2823,Wake,37,NORTH CAROLINA,37183,Wake,37183050100,0.3077,2.1451921847619997,1315.9660099699647,7.182326283261406
10391,ELEC,WAKECOPUBDECK,Raleigh,NC,27601,E,Public,35.774973700000004,-78.6426111,85602,2019-11-14 10:14:28 UTC,US,Public,public,2823,Wake,37,NORTH CAROLINA,37183,Wake,37183050100,0.3077,2.1451921847619997,1315.9660099699647,7.182326283261406,POINT (713087.0038867553 3961553.756063823),88,2823,Wake,37,NORTH CAROLINA,37183,Wake,37183050100,0.3077,2.1451921847619997,1315.9660099699647,7.182326283261406
10652,ELEC,Duke Energy,Raleigh,NC,27601,E,Private,35.774724,-78.64040200000001,86120,2019-05-14 21:16:45 UTC,US,Privé,private,2823,Wake,37,NORTH CAROLINA,37183,Wake,37183050100,0.3077,2.1451921847619997,1315.9660099699647,7.182326283261406,POINT (713287.3902102154 3961530.863068724),88,2823,Wake,37,NORTH CAROLINA,37183,Wake,37183050100,0.3077,2.1451921847619997,1315.9660099699647,7.182326283261406
10679,ELEC,Duke Energy,Raleigh,NC,27601,E,Private,35.774838,-78.63743000000001,86166,2019-05-14 21:16:45 UTC,US,Privé,private,2823,Wake,37,NORTH CAROLINA,37183,Wake,37183050100,0.3077,2.1451921847619997,1315.9660099699647,7.182326283261406,POINT (713555.7769855439 3961549.986934411),88,2823,Wake,37,NORTH CAROLINA,37183,Wake,37183050100,0.3077,2.1451921847619997,1315.9660099699647,7.182326283261406
14968,ELEC,DILLON STATION,Raleigh,NC,27603,E,Public,35.777964000000004,-78.645687,99756,2019-11-14 10:14:28 UTC,US,Public,public,2823,Wake,37,NORTH CAROLINA,37183,Wake,37183050100,0.3077,2.1451921847619997,1315.9660099699647,7.182326283261406,POINT (712800.9460275057 3961878.812813422),88,2823,Wake,37,NORTH CAROLINA,37183,Wake,37183050100,0.3077,2.1451921847619997,1315.9660099699647,7.182326283261406
25040,ELEC,City of Raleigh - Moore Square Deck,Raleigh,NC,27601,E,Public,35.777463,-78.637505,147315,2019-11-08 19:38:10 UTC,US,Public,public,2823,Wake,37,NORTH CAROLINA,37183,Wake,37183050100,0.3077,2.1451921847619997,1315.9660099699647,7.182326283261406,POINT (713541.9723231252 3961841.042364815),88,2823,Wake,37,NORTH CAROLINA,37183,Wake,37183050100,0.3077,2.1451921847619997,1315.9660099699647,7.182326283261406
683,ELEC,Marriott Hotel Underground Deck,Raleigh,NC,27601,E,Public,35.772881,-78.638502,40745,2019-11-08 19:38:10 UTC,US,Public,public,3555,Wake,37,NORTH CAROLINA,37183,Wake,37183050900,0.944,1.8935001725612266,1877.4754032323958,7.537683282744163,POINT (713464.0941191784 3961330.539305773),95,3555,Wake,37,NORTH CAROLINA,37183,Wake,37183050900,0.944,1.8935001725612266,1877.4754032323958,7.537683282744163
684,ELEC,City of Raleigh - Performing Arts Center Deck,Raleigh,NC,27601,E,Public,35.772619,-78.641492,40747,2019-11-08 19:38:10 UTC,US,Public,public,3555,Wake,37,NORTH CAROLINA,37183,Wake,37183050900,0.944,1.8935001725612266,1877.4754032323958,7.537683282744163,POINT (713194.4686020049 3961294.960177532),95,3555,Wake,37,NORTH CAROLINA,37183,Wake,37183050900,0.944,1.8935001725612266,1877.4754032323958,7.537683282744163
698,ELEC,Neal's Garage,Durham,NC,27705,E,Public,36.009999,-78.92140500000001,40854,2019-10-04 14:44:17 UTC,US,Public,public,1963,Durham,37,NORTH CAROLINA,37063,Durham,37063000402,0.1083,1.4322736927545348,1370.5481081795042,7.222966017775064,POINT (687327.9702572519 3987055.757871256),6,1963,Durham,37,NORTH CAROLINA,37063,Durham,37063000402,0.1083,1.4322736927545348,1370.5481081795042,7.222966017775064
767,ELEC,Wilkerson Nature Preserve Park,Raleigh,NC,27614,E,Public,35.92353,-78.59988299999999,41553,2019-11-08 19:38:10 UTC,US,Public,public,5449,Wake,37,NORTH CAROLINA,37183,Wake,37183053808,0.0037,20.7548557206227,262.54097225959976,5.570407154650189,POINT (716545.3854516462 3978128.796605649),232,5449,Wake,37,NORTH CAROLINA,37183,Wake,37183053808,0.0037,20.7548557206227,262.54097225959976,5.570407154650189
890,ELEC,City of Raleigh - Walnut Creek Wetland Center,Raleigh,NC,27610,E,Public,35.760404,-78.625005,42398,2019-11-08 19:38:10 UTC,US,Public,public,4340,Wake,37,NORTH CAROLINA,37183,Wake,37183050800,0.9584,2.2278272780746193,1948.0863901400867,7.574602831340326,POINT (714717.9133678217 3959975.833447465),94,4340,Wake,37,NORTH CAROLINA,37183,Wake,37183050800,0.9584,2.2278272780746193,1948.0863901400867,7.574602831340326
891,ELEC,City of Raleigh - Optimist Park and Community Center,Raleigh,NC,27609,E,Public,35.862603,-78.643641,42399,2019-11-08 19:38:10 UTC,US,Public,public,4137,Wake,37,NORTH CAROLINA,37183,Wake,37183053716,0.279,3.256806683712005,1270.2626842084403,7.146978996024017,POINT (712759.7782610718 3971273.203147357),216,4137,Wake,37,NORTH CAROLINA,37183,Wake,37183053716,0.279,3.256806683712005,1270.2626842084403,7.146978996024017
892,ELEC,City of Raleigh - Jaycee Park and Community Center,Raleigh,NC,27607,E,Public,35.800443,-78.663445,42400,2019-11-08 19:38:10 UTC,US,Public,public,5364,Wake,37,NORTH CAROLINA,37183,Wake,37183051400,0.1398,2.898178960380772,1850.8173833734756,7.523382649345272,POINT (711136.0486332123 3964334.192328169),100,5364,Wake,37,NORTH CAROLINA,37183,Wake,37183051400,0.1398,2.898178960380772,1850.8173833734756,7.523382649345272
7608,ELEC,NC STATE,Raleigh,NC,27607,E,Public,35.7873827,-78.6756108,73326,2019-11-14 10:14:28 UTC,US,Public,public,5364,Wake,37,NORTH CAROLINA,37183,Wake,37183051400,0.1398,2.898178960380772,1850.8173833734756,7.523382649345272,POINT (710070.9263951661 3962859.108790096),100,5364,Wake,37,NORTH CAROLINA,37183,Wake,37183051400,0.1398,2.898178960380772,1850.8173833734756,7.523382649345272
893,ELEC,City of Raleigh - Wilders Grove,Raleigh,NC,27610,E,Public,35.788789,-78.57310600000001,42401,2019-11-08 19:38:10 UTC,US,Public,public,6953,Wake,37,NORTH CAROLINA,37183,Wake,37183054106,0.6289,14.873571999929663,467.47344888187456,6.147342553280349,POINT (719332.8464394915 3963239.920578056),249,6953,Wake,37,NORTH CAROLINA,37183,Wake,37183054106,0.6289,14.873571999929663,467.47344888187456,6.147342553280349
894,ELEC,City of Raleigh - Transit Center,Raleigh,NC,27610,E,Private,35.767483,-78.563464,42402,2019-11-08 19:38:10 UTC,US,Privé,private,6953,Wake,37,NORTH CAROLINA,37183,Wake,37183054106,0.6289,14.873571999929663,467.47344888187456,6.147342553280349,POINT (720263.2226193658 3960897.824841029),249,6953,Wake,37,NORTH CAROLINA,37183,Wake,37183054106,0.6289,14.873571999929663,467.47344888187456,6.147342553280349
895,ELEC,City of Raleigh - Transit Center,Raleigh,NC,27610,E,Public,35.767483,-78.563464,42403,2019-11-08 19:38:10 UTC,US,Public,public,6953,Wake,37,NORTH CAROLINA,37183,Wake,37183054106,0.6289,14.873571999929663,467.47344888187456,6.147342553280349,POINT (720263.2226193658 3960897.824841029),249,6953,Wake,37,NORTH CAROLINA,37183,Wake,37183054106,0.6289,14.873571999929663,467.47344888187456,6.147342553280349
962,ELEC,North Hills,Raleigh,NC,27609,E,Public,35.83788,-78.642,43088,2019-10-04 14:44:17 UTC,US,Public,public,3054,Wake,37,NORTH CAROLINA,37183,Wake,37183052601,0.0574,3.318169401966922,920.3870056151053,6.824794239868486,POINT (712974.1213690401 3968533.968158417),124,3054,Wake,37,NORTH CAROLINA,37183,Wake,37183052601,0.0574,3.318169401966922,920.3870056151053,6.824794239868486
10639,ELEC,North Hills,Raleigh,NC,27609,E,Public,35.835836,-78.642624,86104,2019-10-04 14:44:17 UTC,US,Public,public,3054,Wake,37,NORTH CAROLINA,37183,Wake,37183052601,0.0574,3.318169401966922,920.3870056151053,6.824794239868486,POINT (712923.2173438935 3968305.845138574),124,3054,Wake,37,NORTH CAROLINA,37183,Wake,37183052601,0.0574,3.318169401966922,920.3870056151053,6.824794239868486
15578,ELEC,North Hills - Tesla Supercharger,Raleigh,NC,27609,E,Public,35.835539000000004,-78.643001,102276,2019-05-09 14:33:40 UTC,US,Public,public,3054,Wake,37,NORTH CAROLINA,37183,Wake,37183052601,0.0574,3.318169401966922,920.3870056151053,6.824794239868486,POINT (712889.9538343509 3968272.074770365),124,3054,Wake,37,NORTH CAROLINA,37183,Wake,37183052601,0.0574,3.318169401966922,920.3870056151053,6.824794239868486
1004,ELEC,North Carolina State University - McKimmon Center and Solar House,Raleigh,NC,27606,E,Public,35.782140000000005,-78.6864,43324,2019-10-04 14:44:17 UTC,US,Public,public,4196,Wake,37,NORTH CAROLINA,37183,Wake,37183052409,0.6904,1.1048581662423855,3797.7725360627646,8.242169999126585,POINT (709109.4041389271 3962254.390830529),118,4196,Wake,37,NORTH CAROLINA,37183,Wake,37183052409,0.6904,1.1048581662423855,3797.7725360627646,8.242169999126585
1055,ELEC,North Carolina State University - Joyner Visitor Center,Raleigh,NC,27606,E,Public,35.784037,-78.684667,43880,2019-10-04 14:44:17 UTC,US,Public,public,4196,Wake,37,NORTH CAROLINA,37183,Wake,37183052409,0.6904,1.1048581662423855,3797.7725360627646,8.242169999126585,POINT (709261.0891067733 3962468.545246691),118,4196,Wake,37,NORTH CAROLINA,37183,Wake,37183052409,0.6904,1.1048581662423855,3797.7725360627646,8.242169999126585
1149,ELEC,Northern Wake Tech Community College,Raleigh,NC,27616,E,Public,35.867552,-78.543695,44301,2019-10-04 14:44:17 UTC,US,Public,public,10699,Wake,37,NORTH CAROLINA,37183,Wake,37183054104,0.6566,11.650689187193311,918.3147733235019,6.822540222177648,POINT (721771.9903896012 3972044.479061668),247,10699,Wake,37,NORTH CAROLINA,37183,Wake,37183054104,0.6566,11.650689187193311,918.3147733235019,6.822540222177648
1150,ELEC,Whole Foods Market,Raleigh,NC,27615,E,Public,35.898899,-78.650239,44302,2019-10-04 14:44:17 UTC,US,Public,public,3673,Wake,37,NORTH CAROLINA,37183,Wake,37183054007,0.112,3.380195280082495,1086.623610666174,6.990830562821325,POINT (712067.083540258 3975285.604268437),237,3673,Wake,37,NORTH CAROLINA,37183,Wake,37183054007,0.112,3.380195280082495,1086.623610666174,6.990830562821325
20567,ELEC,WHOLE FOODS MKT,Raleigh,NC,27615,E,Public,35.898899,-78.650239,117049,2019-11-14 10:14:28 UTC,US,Public,public,3673,Wake,37,NORTH CAROLINA,37183,Wake,37183054007,0.112,3.380195280082495,1086.623610666174,6.990830562821325,POINT (712067.083540258 3975285.604268437),237,3673,Wake,37,NORTH CAROLINA,37183,Wake,37183054007,0.112,3.380195280082495,1086.623610666174,6.990830562821325
1500,ELEC,TOWN OF CARY,Cary,NC,27513,E,Public,35.7968864,-78.8080444,45853,2019-11-14 10:14:28 UTC,US,Public,public,5560,Wake,37,NORTH CAROLINA,37183,Wake,37183053523,0.1175,5.485822329372341,1013.5217048919895,6.921186381441713,POINT (698076.4793734634 3963637.3732445),196,5560,Wake,37,NORTH CAROLINA,37183,Wake,37183053523,0.1175,5.485822329372341,1013.5217048919895,6.921186381441713
1616,ELEC,City of Durham - Goldenbelt,Durham,NC,27701,E,Public,35.99017,-78.8902,46406,2019-10-04 14:44:17 UTC,US,Public,public,3225,Durham,37,NORTH CAROLINA,37063,Durham,37063001100,0.9944,1.3961471526695997,2309.9284297027116,7.744971820223183,POINT (690188.2665826777 3984916.435856408),13,3225,Durham,37,NORTH CAROLINA,37063,Durham,37063001100,0.9944,1.3961471526695997,2309.9284297027116,7.744971820223183
2014,ELEC,Durham County - Human Services Building Lot,Durham,NC,27701,E,Public,35.99112,-78.895,47125,2019-10-04 14:44:17 UTC,US,Public,public,3225,Durham,37,NORTH CAROLINA,37063,Durham,37063001100,0.9944,1.3961471526695997,2309.9284297027116,7.744971820223183,POINT (689753.2325827671 3985012.468771538),13,3225,Durham,37,NORTH CAROLINA,37063,Durham,37063001100,0.9944,1.3961471526695997,2309.9284297027116,7.744971820223183
1617,ELEC,Michael Jordan Nissan,Durham,NC,27707,E,Public - Call ahead,35.97051751,-78.95684759,46407,2019-09-09 14:29:53 UTC,US,Public - Appeler à l'avance,public,5127,Durham,37,NORTH CAROLINA,37063,Durham,37063002015,0.8612,3.747521744739073,1368.104136339568,7.221181218340523,POINT (684225.1962391702 3982608.235876003),42,5127,Durham,37,NORTH CAROLINA,37063,Durham,37063002015,0.8612,3.747521744739073,1368.104136339568,7.221181218340523
12413,ELEC,AAA,Durham,NC,27707,E,Public - Card key at all times,35.9659,-78.96025999999999,93503,2019-11-14 10:52:49 UTC,US,Public - Carte-clé en tout temps,public,5127,Durham,37,NORTH CAROLINA,37063,Durham,37063002015,0.8612,3.747521744739073,1368.104136339568,7.221181218340523,POINT (683928.1836437902 3982089.544877881),42,5127,Durham,37,NORTH CAROLINA,37063,Durham,37063002015,0.8612,3.747521744739073,1368.104136339568,7.221181218340523
1955,ELEC,Crossroads Nissan - Wake Forest,Wake Forest,NC,27587,E,Public - Call ahead,35.948971,-78.539171,47040,2019-09-09 14:29:53 UTC,US,Public - Appeler à l'avance,public,8745,Wake,37,NORTH CAROLINA,37183,Wake,37183054207,0.1985,8.66094323763928,1009.7052665113218,6.9174137519136005,POINT (721952.8487093053 3981087.796568942),262,8745,Wake,37,NORTH CAROLINA,37183,Wake,37183054207,0.1985,8.66094323763928,1009.7052665113218,6.9174137519136005
1956,ELEC,Crossroads Nissan - Wake Forest,Wake Forest,NC,27587,E,Private,35.948971,-78.539171,47041,2019-09-09 14:29:53 UTC,US,Privé,private,8745,Wake,37,NORTH CAROLINA,37183,Wake,37183054207,0.1985,8.66094323763928,1009.7052665113218,6.9174137519136005,POINT (721952.8487093053 3981087.796568942),262,8745,Wake,37,NORTH CAROLINA,37183,Wake,37183054207,0.1985,8.66094323763928,1009.7052665113218,6.9174137519136005
18874,ELEC,Candlewood Suites Wake Forest Raleigh Area - Tesla Destination,Wake Forest,NC,27587,E,Public,35.976261,-78.542906,114715,2019-05-14 21:16:45 UTC,US,Public,public,8745,Wake,37,NORTH CAROLINA,37183,Wake,37183054207,0.1985,8.66094323763928,1009.7052665113218,6.9174137519136005,POINT (721539.6105363606 3984107.013882158),262,8745,Wake,37,NORTH CAROLINA,37183,Wake,37183054207,0.1985,8.66094323763928,1009.7052665113218,6.9174137519136005
2015,ELEC,Durham County - Justice Center Parking Deck,Durham,NC,27701,E,Public,35.99289,-78.9014,47126,2019-10-04 14:44:17 UTC,US,Public,public,1331,Durham,37,NORTH CAROLINA,37063,Durham,37063002300,0.9537,1.228982449318064,1083.009770187152,6.987499268370411,POINT (689172.0014999497 3985196.384203725),58,1331,Durham,37,NORTH CAROLINA,37063,Durham,37063002300,0.9537,1.228982449318064,1083.009770187152,6.987499268370411
4819,ELEC,BSMG,Durham,NC,27701,E,Public,35.992739,-78.90251500000001,63298,2019-11-14 10:14:28 UTC,US,Public,public,1331,Durham,37,NORTH CAROLINA,37063,Durham,37063002300,0.9537,1.228982449318064,1083.009770187152,6.987499268370411,POINT (689071.8397185378 3985177.46842996),58,1331,Durham,37,NORTH CAROLINA,37063,Durham,37063002300,0.9537,1.228982449318064,1083.009770187152,6.987499268370411
21404,ELEC,Bull House Apartments,Durham,NC,27701,E,Private,35.989721,-78.898721,121256,2019-11-14 09:08:08 UTC,US,Privé,private,1331,Durham,37,NORTH CAROLINA,37063,Durham,37063002300,0.9537,1.228982449318064,1083.009770187152,6.987499268370411,POINT (689421.1059734935 3984850.027123589),58,1331,Durham,37,NORTH CAROLINA,37063,Durham,37063002300,0.9537,1.228982449318064,1083.009770187152,6.987499268370411
2016,ELEC,Durham County - Main Library,Durham,NC,27701,T,TEMPORARILY UNAVAILABLE (Public),35.99491,-78.8959,47127,2019-10-04 14:44:17 UTC,US,TEMPORAIREMENT SUSPENDU (Public),public,1946,Durham,37,NORTH CAROLINA,37063,Durham,37063002200,0.4498,1.5385606506234082,1264.818516716583,7.142683925823347,POINT (689663.0132384453 3985431.170831289),57,1946,Durham,37,NORTH CAROLINA,37063,Durham,37063002200,0.4498,1.5385606506234082,1264.818516716583,7.142683925823347
11020,ELEC,CITY OF DURHAM,Durham,NC,27701,E,Public,35.9954727,-78.9025581,87769,2019-11-14 10:14:28 UTC,US,Public,public,1946,Durham,37,NORTH CAROLINA,37063,Durham,37063002200,0.4498,1.5385606506234082,1264.818516716583,7.142683925823347,POINT (689061.4265000734 3985480.65515278),57,1946,Durham,37,NORTH CAROLINA,37063,Durham,37063002200,0.4498,1.5385606506234082,1264.818516716583,7.142683925823347
21899,ELEC,CITY OF DURHAM,Durham,NC,27701,E,Public,35.997667,-78.89885699999999,122216,2019-11-14 10:14:28 UTC,US,Public,public,1946,Durham,37,NORTH CAROLINA,37063,Durham,37063002200,0.4498,1.5385606506234082,1264.818516716583,7.142683925823347,POINT (689389.8375988592 3985731.274221737),57,1946,Durham,37,NORTH CAROLINA,37063,Durham,37063002200,0.4498,1.5385606506234082,1264.818516716583,7.142683925823347
2017,ELEC,Durham County - North Regional Library,Durham,NC,27712,E,Public,36.08785,-78.9135,47128,2019-10-04 14:44:17 UTC,US,Public,public,6271,Durham,37,NORTH CAROLINA,37063,Durham,37063001603,0.1934,25.895541613442493,242.16523807884735,5.48962029513218,POINT (687855.3185562502 3995707.650535216),22,6271,Durham,37,NORTH CAROLINA,37063,Durham,37063001603,0.1934,25.895541613442493,242.16523807884735,5.48962029513218
6966,ELEC,Arrowhead Inn Bed and Breakfast,Durham,NC,27712,E,Public,36.118217,-78.903677,72152,2019-10-04 14:44:17 UTC,US,Public,public,6271,Durham,37,NORTH CAROLINA,37063,Durham,37063001603,0.1934,25.895541613442493,242.16523807884735,5.48962029513218,POINT (688667.178634326 3999095.573967137),22,6271,Durham,37,NORTH CAROLINA,37063,Durham,37063001603,0.1934,25.895541613442493,242.16523807884735,5.48962029513218
18842,ELEC,Arrowhead Inn Bed & Breakfast - Tesla Destination,Durham,NC,27712,E,Public,36.118217,-78.903677,114682,2019-05-14 21:16:45 UTC,US,Public,public,6271,Durham,37,NORTH CAROLINA,37063,Durham,37063001603,0.1934,25.895541613442493,242.16523807884735,5.48962029513218,POINT (688667.178634326 3999095.573967137),22,6271,Durham,37,NORTH CAROLINA,37063,Durham,37063001603,0.1934,25.895541613442493,242.16523807884735,5.48962029513218
